Year,DayOfWeek,Shift,Country,State,Local,Industry Sector,Accident Severity,Potential Severity,Accident Type,Gender,Age,Employee Type,Critical Risk,Damage Index,Hour Type,Safety Gear,Month
2020,Wednesday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_10,Cement,Severe Injury,High,Vehicle Collision,Male,51,Third Party,Slip/Trip,9870,Working Hours,No,September
2015,Tuesday,Morning,India,Karnataka,Karnataka_Local_12,Electronics,Minor Injury,Low,Explosion,Female,52,Third Party,Mechanical Impact,3218,Working Hours,Yes,October
2018,Friday,Afternoon,India,Maharashtra,Maharashtra_Local_5,Mining,Severe Injury,High,Manual Handling,Male,34,Outsider,Gas Leak,636,Working Hours,No,June
2020,Saturday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_10,Petrochemicals,Minor Injury,Low,Manual Handling,Male,56,Employee,Mechanical Impact,9528,Overtime,No,February
2015,Monday,Morning,India,Haryana,Haryana_Local_7,Automobiles,Severe Injury,High,Electrical Fault,Male,35,Employee,Electric Shock,6744,Working Hours,No,May
2017,Sunday,Morning,India,Tamil Nadu,Tamil Nadu_Local_1,Electronics,Severe Injury,High,Manual Handling,Female,29,Third Party,Fall from Height,1601,Working Hours,No,April
2019,Thursday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_3,Pharmaceuticals,Handicapped,Moderate,Manual Handling,Male,27,Employee,Slip/Trip,49,Working Hours,Yes,March
2016,Saturday,Night,India,Telangana,Telangana_Local_4,Pharmaceuticals,Severe Injury,High,Chemical Spill,Male,54,Outsider,Chemical Exposure,2966,Overtime,No,June
2018,Wednesday,Morning,India,West Bengal,West Bengal_Local_13,Fertilizers,Minor Injury,Low,Fall from Height,Male,35,Outsider,Gas Leak,2107,Working Hours,Yes,August
2016,Friday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_15,Fertilizers,Severe Injury,High,Fire,Male,55,Outsider,Heavy Machinery,950,Working Hours,No,July
2020,Sunday,Morning,India,Punjab,Punjab_Local_1,Electronics,Handicapped,Moderate,Explosion,Female,43,Outsider,Electric Shock,1921,Working Hours,No,November
2020,Saturday,Night,India,Chhattisgarh,Chhattisgarh_Local_12,Mining,Severe Injury,High,Structural Collapse,Male,30,Employee,Manual Tools,3017,Overtime,No,June
2019,Friday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_7,Mining,Severe Injury,High,Machinery Accident,Male,55,Employee,Mechanical Impact,2439,Overtime,No,November
2016,Wednesday,Morning,India,Chhattisgarh,Chhattisgarh_Local_4,Textiles,Minor Injury,Low,Manual Handling,Male,38,Outsider,Gas Leak,9508,Working Hours,No,December
2015,Monday,Night,India,Bihar,Bihar_Local_15,Fertilizers,Handicapped,Moderate,Fire,Male,45,Third Party,Electric Shock,6032,Overtime,Yes,January
2015,Thursday,Morning,India,Haryana,Haryana_Local_15,Mining,Minor Injury,Low,Machinery Accident,Male,44,Employee,Mechanical Impact,4663,Working Hours,No,December
2017,Sunday,Afternoon,India,Rajasthan,Rajasthan_Local_11,Construction,Minor Injury,Low,Structural Collapse,Male,39,Third Party,Heavy Machinery,9389,Working Hours,Yes,October
2017,Sunday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_11,Pharmaceuticals,Fatal,High,Vehicle Collision,Female,42,Third Party,Manual Tools,8471,Overtime,No,June
2020,Wednesday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_11,Textiles,Severe Injury,High,Fire,Female,50,Outsider,Mechanical Impact,6226,Overtime,No,October
2019,Sunday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_11,Automobiles,Severe Injury,High,Manual Handling,Male,37,Employee,Heavy Machinery,2918,Working Hours,No,June
2019,Wednesday,Afternoon,India,Telangana,Telangana_Local_6,Cement,Handicapped,Moderate,Chemical Spill,Male,36,Outsider,Pressure Systems,3150,Working Hours,Yes,March
2016,Thursday,Morning,India,Uttar Pradesh,Uttar Pradesh_Local_6,Petrochemicals,Minor Injury,Low,Manual Handling,Female,52,Third Party,Gas Leak,9332,Working Hours,No,September
2017,Tuesday,Night,India,Assam,Assam_Local_12,Steel,Handicapped,Moderate,Structural Collapse,Female,43,Employee,Fall from Height,6708,Overtime,No,November
2016,Wednesday,Morning,India,Karnataka,Karnataka_Local_4,Mining,Minor Injury,Low,Slips/Trips,Male,34,Outsider,Heavy Machinery,3241,Working Hours,Yes,February
2017,Monday,Night,India,Maharashtra,Maharashtra_Local_15,Mining,Severe Injury,High,Manual Handling,Male,41,Third Party,Chemical Exposure,3449,Overtime,No,June
2015,Sunday,Afternoon,India,Odisha,Odisha_Local_7,Pharmaceuticals,Minor Injury,Low,Vehicle Collision,Male,51,Employee,Manual Tools,1400,Working Hours,Yes,July
2016,Sunday,Morning,India,Odisha,Odisha_Local_14,Steel,Handicapped,Moderate,Structural Collapse,Male,29,Employee,Slip/Trip,955,Working Hours,No,August
2018,Monday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_11,Fertilizers,Minor Injury,Low,Structural Collapse,Male,55,Outsider,Fire/Explosion,3583,Working Hours,No,August
2019,Thursday,Afternoon,India,Bihar,Bihar_Local_10,Fertilizers,Handicapped,Moderate,Slips/Trips,Male,38,Employee,Heavy Machinery,7611,Working Hours,No,September
2018,Sunday,Night,India,West Bengal,West Bengal_Local_7,Pharmaceuticals,Severe Injury,High,Fire,Female,43,Third Party,Chemical Exposure,4941,Working Hours,No,November
2018,Sunday,Morning,India,Uttar Pradesh,Uttar Pradesh_Local_11,Automobiles,Handicapped,Moderate,Vehicle Collision,Male,37,Outsider,Heavy Machinery,7309,Working Hours,Yes,October
2017,Friday,Morning,India,Karnataka,Karnataka_Local_14,Mining,Fatal,High,Fall from Height,Male,48,Third Party,Fall from Height,7211,Working Hours,No,May
2016,Thursday,Afternoon,India,Tamil Nadu,Tamil Nadu_Local_6,Pharmaceuticals,Minor Injury,Low,Manual Handling,Male,51,Third Party,Heavy Machinery,1174,Working Hours,No,March
2018,Wednesday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_13,Electronics,Severe Injury,High,Electrical Fault,Male,26,Outsider,Fall from Height,4736,Working Hours,No,April
2019,Monday,Afternoon,India,Punjab,Punjab_Local_10,Pharmaceuticals,Severe Injury,High,Fire,Female,37,Outsider,Chemical Exposure,4456,Overtime,Yes,May
2017,Monday,Morning,India,Chhattisgarh,Chhattisgarh_Local_14,Textiles,Minor Injury,Low,Fire,Male,26,Employee,Mechanical Impact,196,Working Hours,Yes,February
2016,Wednesday,Afternoon,India,Telangana,Telangana_Local_12,Pharmaceuticals,Fatal,High,Electrical Fault,Female,34,Employee,Heavy Machinery,689,Overtime,Yes,April
2018,Saturday,Night,India,Maharashtra,Maharashtra_Local_7,Mining,Severe Injury,High,Fire,Female,55,Employee,Fire/Explosion,9275,Overtime,No,November
2016,Saturday,Afternoon,India,Maharashtra,Maharashtra_Local_5,Automobiles,Minor Injury,Low,Manual Handling,Male,33,Outsider,Mechanical Impact,3936,Working Hours,Yes,December
2016,Saturday,Night,India,Maharashtra,Maharashtra_Local_5,Petrochemicals,Minor Injury,Low,Manual Handling,Female,55,Third Party,Electric Shock,3428,Overtime,Yes,December
2015,Thursday,Morning,India,Odisha,Odisha_Local_9,Electronics,Minor Injury,Low,Explosion,Female,44,Outsider,Heavy Machinery,4818,Working Hours,No,February
2016,Friday,Night,India,West Bengal,West Bengal_Local_4,Steel,Fatal,High,Electrical Fault,Female,25,Outsider,Fall from Height,5401,Working Hours,No,April
2016,Monday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_15,Electronics,Severe Injury,High,Manual Handling,Male,39,Employee,Mechanical Impact,8227,Overtime,No,May
2020,Saturday,Morning,India,Odisha,Odisha_Local_13,Automobiles,Minor Injury,Low,Electrical Fault,Female,50,Employee,Manual Tools,4721,Working Hours,No,July
2019,Saturday,Afternoon,India,Gujarat,Gujarat_Local_8,Pharmaceuticals,Minor Injury,Low,Chemical Spill,Male,49,Employee,Fire/Explosion,243,Working Hours,Yes,December
2018,Tuesday,Morning,India,Karnataka,Karnataka_Local_9,Automobiles,Severe Injury,High,Vehicle Collision,Female,48,Employee,Electric Shock,2019,Working Hours,No,September
2017,Wednesday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_14,Textiles,Severe Injury,High,Structural Collapse,Male,50,Third Party,Manual Tools,8402,Overtime,No,April
2019,Wednesday,Afternoon,India,Telangana,Telangana_Local_9,Fertilizers,Minor Injury,Low,Explosion,Female,33,Outsider,Heavy Machinery,2117,Working Hours,Yes,February
2019,Wednesday,Night,India,Tamil Nadu,Tamil Nadu_Local_9,Petrochemicals,Severe Injury,High,Structural Collapse,Male,36,Third Party,Mechanical Impact,865,Overtime,No,April
2015,Wednesday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_13,Pharmaceuticals,Severe Injury,High,Electrical Fault,Female,34,Outsider,Slip/Trip,3877,Overtime,No,May
2017,Thursday,Morning,India,Tamil Nadu,Tamil Nadu_Local_6,Petrochemicals,Handicapped,Moderate,Explosion,Male,49,Outsider,Fire/Explosion,5197,Working Hours,No,September
2020,Thursday,Afternoon,India,Telangana,Telangana_Local_9,Electronics,Minor Injury,Low,Machinery Accident,Male,55,Outsider,Gas Leak,6088,Working Hours,No,October
2020,Friday,Afternoon,India,Uttar Pradesh,Uttar Pradesh_Local_15,Construction,Fatal,High,Structural Collapse,Female,29,Outsider,Fall from Height,9354,Working Hours,No,October
2015,Wednesday,Morning,India,Maharashtra,Maharashtra_Local_7,Fertilizers,Minor Injury,Low,Explosion,Female,31,Third Party,Manual Tools,812,Working Hours,No,October
2019,Thursday,Night,India,Tamil Nadu,Tamil Nadu_Local_2,Petrochemicals,Severe Injury,High,Explosion,Male,25,Employee,Slip/Trip,2022,Overtime,No,April
2015,Thursday,Night,India,Punjab,Punjab_Local_11,Mining,Fatal,High,Fall from Height,Female,51,Employee,Fall from Height,1462,Overtime,Yes,October
2017,Monday,Morning,India,Bihar,Bihar_Local_9,Petrochemicals,Severe Injury,High,Fire,Male,50,Outsider,Gas Leak,4226,Working Hours,Yes,June
2016,Wednesday,Afternoon,India,Odisha,Odisha_Local_15,Pharmaceuticals,Severe Injury,High,Electrical Fault,Male,27,Employee,Slip/Trip,6811,Working Hours,No,February
2020,Tuesday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_11,Petrochemicals,Severe Injury,High,Chemical Spill,Female,48,Third Party,Electric Shock,7748,Overtime,No,June
2016,Sunday,Night,India,Maharashtra,Maharashtra_Local_4,Pharmaceuticals,Severe Injury,High,Electrical Fault,Female,48,Employee,Electric Shock,7639,Overtime,No,May
2020,Friday,Night,India,Bihar,Bihar_Local_5,Pharmaceuticals,Fatal,High,Electrical Fault,Male,36,Third Party,Manual Tools,165,Working Hours,No,September
2018,Sunday,Night,India,Punjab,Punjab_Local_4,Automobiles,Severe Injury,High,Manual Handling,Male,50,Employee,Slip/Trip,7045,Overtime,No,June
2018,Friday,Night,India,Rajasthan,Rajasthan_Local_4,Steel,Severe Injury,High,Slips/Trips,Male,31,Outsider,Fire/Explosion,6384,Overtime,No,April
2018,Monday,Morning,India,Punjab,Punjab_Local_6,Cement,Handicapped,Moderate,Explosion,Female,51,Employee,Manual Tools,5038,Working Hours,No,May
2017,Sunday,Morning,India,Karnataka,Karnataka_Local_2,Fertilizers,Minor Injury,Low,Chemical Spill,Male,43,Employee,Manual Tools,5023,Working Hours,No,November
2017,Thursday,Afternoon,India,Maharashtra,Maharashtra_Local_10,Construction,Handicapped,Moderate,Manual Handling,Male,49,Outsider,Fire/Explosion,2939,Working Hours,Yes,April
2017,Friday,Morning,India,Uttar Pradesh,Uttar Pradesh_Local_9,Fertilizers,Severe Injury,High,Explosion,Male,55,Third Party,Heavy Machinery,3483,Working Hours,No,May
2016,Thursday,Morning,India,Bihar,Bihar_Local_10,Steel,Minor Injury,Low,Machinery Accident,Male,49,Outsider,Fire/Explosion,1581,Working Hours,Yes,March
2018,Saturday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_3,Automobiles,Minor Injury,Low,Vehicle Collision,Male,28,Outsider,Manual Tools,3114,Overtime,No,August
2017,Sunday,Morning,India,Rajasthan,Rajasthan_Local_11,Petrochemicals,Minor Injury,Low,Explosion,Male,48,Third Party,Fall from Height,8612,Working Hours,No,October
2018,Monday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_12,Automobiles,Severe Injury,High,Electrical Fault,Male,55,Employee,Slip/Trip,3295,Working Hours,No,November
2015,Saturday,Morning,India,Bihar,Bihar_Local_10,Textiles,Handicapped,Moderate,Chemical Spill,Female,28,Third Party,Electric Shock,1596,Working Hours,No,February
2018,Saturday,Morning,India,West Bengal,West Bengal_Local_11,Construction,Minor Injury,Low,Fall from Height,Male,45,Outsider,Heavy Machinery,3515,Working Hours,Yes,September
2018,Thursday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_10,Fertilizers,Severe Injury,High,Structural Collapse,Female,53,Third Party,Gas Leak,7911,Overtime,No,October
2020,Saturday,Night,India,West Bengal,West Bengal_Local_1,Pharmaceuticals,Minor Injury,Low,Structural Collapse,Male,53,Outsider,Heavy Machinery,6118,Overtime,No,July
2019,Thursday,Morning,India,Karnataka,Karnataka_Local_14,Steel,Fatal,High,Machinery Accident,Female,54,Third Party,Fire/Explosion,6029,Working Hours,No,June
2017,Wednesday,Night,India,West Bengal,West Bengal_Local_10,Steel,Severe Injury,High,Machinery Accident,Male,29,Third Party,Heavy Machinery,7528,Working Hours,No,April
2020,Thursday,Afternoon,India,Punjab,Punjab_Local_12,Petrochemicals,Severe Injury,High,Manual Handling,Male,43,Third Party,Fall from Height,8680,Working Hours,No,April
2017,Saturday,Morning,India,Punjab,Punjab_Local_1,Textiles,Minor Injury,Low,Structural Collapse,Female,44,Outsider,Heavy Machinery,4151,Working Hours,No,July
2018,Tuesday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_8,Steel,Severe Injury,High,Machinery Accident,Male,36,Third Party,Manual Tools,5598,Working Hours,No,April
2020,Wednesday,Night,India,West Bengal,West Bengal_Local_13,Petrochemicals,Handicapped,Moderate,Explosion,Male,45,Outsider,Pressure Systems,210,Working Hours,Yes,September
2018,Monday,Afternoon,India,Chhattisgarh,Chhattisgarh_Local_1,Construction,Severe Injury,High,Fire,Female,32,Employee,Fire/Explosion,7334,Working Hours,No,April
2018,Tuesday,Night,India,Haryana,Haryana_Local_10,Mining,Fatal,High,Fall from Height,Male,35,Outsider,Manual Tools,5583,Working Hours,No,August
2019,Monday,Afternoon,India,Assam,Assam_Local_2,Fertilizers,Severe Injury,High,Slips/Trips,Male,48,Employee,Fall from Height,6896,Working Hours,Yes,April
2018,Friday,Morning,India,Madhya Pradesh,Madhya Pradesh_Local_13,Pharmaceuticals,Severe Injury,High,Fire,Female,32,Outsider,Electric Shock,6522,Working Hours,Yes,June
2020,Monday,Morning,India,Gujarat,Gujarat_Local_2,Petrochemicals,Minor Injury,Low,Explosion,Male,48,Outsider,Slip/Trip,6427,Working Hours,No,December
2016,Friday,Morning,India,West Bengal,West Bengal_Local_8,Pharmaceuticals,Minor Injury,Low,Chemical Spill,Male,31,Outsider,Slip/Trip,2484,Working Hours,No,February
2017,Monday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_14,Construction,Handicapped,Moderate,Fall from Height,Male,30,Outsider,Fall from Height,8819,Working Hours,No,September
2015,Monday,Night,India,Telangana,Telangana_Local_14,Fertilizers,Fatal,High,Chemical Spill,Female,44,Third Party,Heavy Machinery,9246,Working Hours,No,May
2020,Monday,Night,India,Haryana,Haryana_Local_7,Steel,Fatal,High,Structural Collapse,Female,44,Outsider,Pressure Systems,1537,Overtime,No,August
2018,Tuesday,Afternoon,India,Andhra Pradesh,Andhra Pradesh_Local_2,Construction,Minor Injury,Low,Slips/Trips,Female,37,Third Party,Mechanical Impact,1101,Working Hours,Yes,February
2015,Sunday,Morning,India,Gujarat,Gujarat_Local_7,Pharmaceuticals,Severe Injury,High,Machinery Accident,Female,55,Outsider,Chemical Exposure,587,Overtime,No,June
2016,Friday,Night,India,Uttar Pradesh,Uttar Pradesh_Local_15,Pharmaceuticals,Severe Injury,High,Machinery Accident,Female,54,Outsider,Pressure Systems,819,Overtime,Yes,April
2017,Wednesday,Night,India,Assam,Assam_Local_6,Steel,Handicapped,Moderate,Vehicle Collision,Male,25,Outsider,Gas Leak,9453,Working Hours,No,March
2016,Saturday,Morning,India,Tamil Nadu,Tamil Nadu_Local_14,Petrochemicals,Handicapped,Moderate,Manual Handling,Female,54,Outsider,Heavy Machinery,36,Working Hours,Yes,July
2015,Saturday,Morning,India,Punjab,Punjab_Local_9,Cement,Minor Injury,Low,Manual Handling,Female,26,Third Party,Manual Tools,534,Working Hours,No,September
2016,Thursday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_1,Construction,Minor Injury,Low,Manual Handling,Male,39,Third Party,Chemical Exposure,2218,Working Hours,No,July
2016,Tuesday,Night,India,West Bengal,West Bengal_Local_3,Electronics,Severe Injury,High,Machinery Accident,Male,28,Third Party,Fire/Explosion,1549,Overtime,Yes,May
2018,Saturday,Night,India,Karnataka,Karnataka_Local_9,Steel,Handicapped,Moderate,Electrical Fault,Male,55,Third Party,Mechanical Impact,735,Overtime,Yes,May
2015,Thursday,Morning,India,Assam,Assam_Local_2,Petrochemicals,Handicapped,Moderate,Explosion,Male,56,Outsider,Chemical Exposure,6293,Overtime,No,October
2019,Thursday,Night,India,Andhra Pradesh,Andhra Pradesh_Local_5,Pharmaceuticals,Minor Injury,Low,Vehicle Collision,Male,28,Employee,Gas Leak,6746,Working Hours,No,December
2017,Wednesday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_7,Electronics,Severe Injury,High,Electrical Fault,Male,51,Outsider,Fire/Explosion,6567,Working Hours,No,November
2019,Tuesday,Night,India,Madhya Pradesh,Madhya Pradesh_Local_5,Cement,Severe Injury,High,Manual Handling,Male,47,Third Party,Pressure Systems,5016,Working Hours,No,January
2015,Monday,Night,India,West Bengal,West Bengal_Local_13,Petrochemicals,Fatal,High,Explosion,Male,25,Outsider,Gas Leak,3750,Overtime,Yes,May
2017,Sunday,Night,India,Karnataka,Karnataka_Local_13,Construction,Minor Injury,Low,Slips/Trips,Male,35,Outsider,Electric Shock,4961,Working Hours,No,May
2017,Monday,Night,India,Rajasthan,Rajasthan_Local_2,Petrochemicals,Severe Injury,High,Manual Handling,Male,46,Outsider,Electric Shock,7370,Overtime,No,January
2017,Saturday,Morning,India,West Bengal,West Bengal_Local_7,Cement,Handicapped,Moderate,Manual Handling,Male,34,Employee,Fall from Height,9557,Working Hours,No,July
2015,Saturday,Night,India,Rajasthan,Rajasthan_Local_2,Electronics,Minor Injury,Low,Machinery Accident,Female,29,Third Party,Chemical Exposure,1266,Overtime,No,January
2015,Saturday,Morning,India,West Bengal,West Bengal_Local_3,Fertilizers,Severe Injury,High,Fire,Male,31,Outsider,Heavy Machinery,8318,Working Hours,No,June
2016,Saturday,Afternoon,India,Assam,Assam_Local_3,Construction,Minor Injury,Low,Slips/Trips,Female,42,Outsider,Manual Tools,451,Working Hours,No,September
2019,Wednesday,Night,India,Karnataka,Karnataka_Local_15,Pharmaceuticals,Handicapped,Moderate,Fire,Male,44,Outsider,Pressure Systems,7194,Working Hours,No,February
2017,Sunday,Morning,India,West Bengal,West Bengal_Local_3,Cement,Severe Injury,High,Manual Handling,Female,38,Third Party,Chemical Exposure,9258,Overtime,No,November
2019,Thursday,Afternoon,India,Madhya Pradesh,Madhya Pradesh_Local_4,Mining,Minor Injury,Low,Slips/Trips,Female,55,Outsider,Manual Tools,4216,Working Hours,No,January
2016,Thursday,Afternoon,India,Haryana,Haryana_Local_4,Pharmaceuticals,Minor Injury,Low,Fire,Male,34,Employee,Gas Leak,8244,Working Hours,No,October
2017,Thursday,Morning,India,Rajasthan,Rajasthan_Local_8,Petrochemicals,Handicapped,Moderate,Chemical Spill,Male,34,Third Party,Gas Leak,285,Working Hours,No,August
2017,Saturday,Morning,India,Andhra Pradesh,Andhra Pradesh_Local_14,Fertilizers,Handicapped,Moderate,Slips/Trips,Female,40,Third Party,Slip/Trip,4782,Working Hours,No,August
2018,Tuesday,Afternoon,India,Karnataka,Karnataka_Local_4,Steel,Handicapped,Moderate,Slips/Trips,Male,52,Third Party,Pressure Systems,9969,Overtime,Yes,January
2017,Sunday,Morning,India,West Bengal,West Bengal_Local_6,Fertilizers,Minor Injury,Low,Machinery Accident,Female,45,Third Party,Gas Leak,5004,Working Hours,No,October
